database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	id	hlh-30_1h_starv_rep2_1-F,2_01_21838	hlh-30_1h_starv_rep3_1-F,3_01_21821	hlh-30_1h_starv_rep4_1-F,4_01_21817	hlh-30_2h_starv_rep2_1-F,7_01_21775	hlh-30_2h_starv_rep3_1-F,8_01_21841	hlh-30_2h_starv_rep4_2-A,1_01_21824	hlh-30_3h_starv_rep1_2-A,3_01_21772	hlh-30_3h_starv_rep2_2-A,4_01_21842	hlh-30_3h_starv_rep4_2-A,6_01_21794	hlh-30_4h_starv_rep1_2-A,8_01_21825	hlh-30_4h_starv_rep2_2-B,1_01_21846	hlh-30_4h_starv_rep4_2-B,3_01_21832	hlh-30_6h_starv_rep1_2-B,5_01_21828	hlh-30_6h_starv_rep2_2-B,6_01_21819	hlh-30_6h_starv_rep4_2-B,8_01_21797	hlh-30_16h_starv_rep1_2-C,2_01_21806	hlh-30_16h_starv_rep3_2-C,4_01_21829	hlh-30_16h_starv_rep5_2-C,6_01_21807	hlh-30_fed_rep1_1-E,4_01_21812	hlh-30_fed_rep2_1-E,5_01_21820	hlh-30_fed_rep4_1-E,7_01_21798	WT_1h_starv_rep1_1-A,6_01_21818	WT_1h_starv_rep2_1-A,7_01_21779	WT_1h_starv_rep4_1-B,1_01_21789	WT_2h_starv_rep1_1-B,3_01_21830	WT_2h_starv_rep3_1-B,5_01_21786	WT_2h_starv_rep5_1-B,7_01_21776	WT_3h_starv_rep1_1-B,8_01_21782	WT_3h_starv_rep3_1-C,2_01_21771	WT_3h_starv_rep4_1-C,3_01_21799	WT_4h_strav_rep2_1-C,6_01_21811	WT_4h_strav_rep3_1-C,7_01_21795	WT_4h_strav_rep4_1-C,8_01_21823	WT_6h_starv_rep2_1-D,3_01_21788	WT_6h_starv_rep3_1-D,4_01_21787	WT_6h_starv_rep4_1-D,5_01_21843	WT_16h_starv_rep2_1-D,8_01_21802	WT_16h_starv_rep3_1-E,1_01_21801	WT_16h_starv_rep4_1-E,2_01_21833	WT_fed_rep1_1-A,1_01_21822	WT_fed_rep3_1-A,3_01_21845	WT_fed_rep4_1-A,4_01_21847
					340.2113624				7.828595813												Cluster_0376	9000.023	26586.402	15042.866	20314.158	69589.516	6188.534	15118.015	8236.124	8123.833	14701.1045	10275.076	17344.021	21583.633	7569.5464	4812.1377	9189.844	8599.852	9242.768	9123.7295	7746.7295	6287.975	4688.6367	4705.454	8740.746	21719.291	14911.686	3438.605	12270.156	10708.412	5536.1333	6550.8486	8417.012	17611.197	6021.7373	8850.969	10307.627	6559.6494	6706.374	6040.0625	7513.196	11186.739	7772.051
					340.2119654				7.954714299												Cluster_0377	12180.251	31162.531	17882.281	22924.215	72025.56	8407.545	19868.934	11833.552	9560.949	21302.5	12971.1455	20970.781	24309.639	10897.985	7066.3696	13374.779	12386.053	12817.522	12749.987	11094.548	7954.683	6543.2817	6855.3174	11438	24823.27	17081.56	5162.1294	15453.402	13099.841	7087.98	8189.3955	10438.169	20831.328	7858.683	11275.669	13449.327	9163.12	9603.165	8456.942	9730.019	11919.116	8134.237
					341.2701458				9.472741137												Cluster_0378	801.0397	2164.6938	1002.77423	235.86911	NaN	531.92645	6410.066	993.83185	2519.9956	219.34543	575.2944	2746.2856	NaN	466.44934	279.1469	NaN	NaN	1038.6425	685.822	1027.3088	4042.6707	361.93637	464.1214	1228.755	NaN	752.1884	NaN	2483.086	2092.437	642.8907	395.84543	868.3701	197.86218	591.4112	701.90466	1213.4215	102.71759	188.55585	310.7187	5238.2007	4806.465	5402.9785
					342.2408224				1.229723863												Cluster_0379	983.5469	2223.1987	9303.202	41.703262	NaN	4776.2544	622.06885	764.1611	3988.4954	79.23648	875.3896	504.21002	NaN	526.28394	1821.0232	258.3629	NaN	2151.0215	5702.5522	2592.3623	16669.225	6380.847	2244.4304	8546.394	957.4237	7038.7085	1921.2247	1233.1595	1972.0358	3741.2373	533.679	1188.2917	2018.6796	305.9572	919.3032	364.00394	905.1138	NaN	600.31915	21015.627	15189.248	13925.024
					342.2656423				3.896758701												Cluster_0380	942.0951	1417.5475	1945.7172	1678.9493	358.29242	1688.6865	1925.795	1810.4894	5221.7666	261.18665	1850.7375	1869.1753	559.18677	1404.4409	813.54266	406.22528	649.99365	3824.597	753.5373	1686.6915	7142.3604	1184.5645	2534.8254	3662.3828	1435.0059	4611.441	3518.0505	3481.8093	6620.6846	3622.5154	5109.661	4137.092	1344.0135	5183.362	4254.5444	4786.514	9087.081	1813.3788	4039.1152	8347.836	8159.201	12542.593
					345.1465935				1.272913821												Cluster_0381	36.427143	NaN	126.46164	NaN	NaN	91.60394	360.45758	174.92581	322.97345	137.35335	14.788406	98.17203	894.57245	NaN	1598.671	92.03361	NaN	2123.398	44.35923	1974.9677	695.9961	122.93184	267.3288	458.5885	482.8263	94.59664	806.1107	156.20349	373.64487	2341.6335	24.24851	304.27365	NaN	63.081223	741.2862	219.91107	622.5946	NaN	299.0382	581.91455	388.8943	805.8212
					345.2051594				5.281983116												Cluster_0382	NaN	1145.9338	1768.1742	NaN	151.01181	426.3577	5366.263	46.044956	1875.6415	NaN	31.739298	791.58514	NaN	1.0010833	NaN	NaN	NaN	474.2299	27.92059	206.75073	2192.797	NaN	NaN	349.11948	NaN	1424.1016	NaN	915.7181	836.6597	356.74612	55.52776	356.934	NaN	55.764523	262.09692	202.73581	25.94076	NaN	NaN	2222.4595	2565.4236	2708.711
					347.1717735				3.57216023												Cluster_0383	931.2114	793.48883	583.1496	514.3996	NaN	983.70526	1870.5854	655.4142	2230.1194	1141.7144	1199.0186	749.6926	710.1831	1229.0018	1223.6423	1424.0386	896.52106	1389.8398	1288.3229	979.2295	773.3524	764.5317	858.10895	1898.3374	912.2548	895.243	1745.7676	1595.8743	931.9119	1478.8253	1307.5469	1818.4557	867.06116	1332.7942	1703.3177	956.8547	1311.3053	958.4695	1194.8395	516.6857	702.7546	809.16565
					347.2209538				6.455857977												Cluster_0384	2815.0876	6427.775	8286.142	11635.962	3588.3909	2620.688	14008.246	5092.4995	7244.1577	1319.0083	5010.878	11163.575	2178.0054	3944.2107	2335.311	1227.128	2770.7634	2444.5493	717.7759	4213.553	5646.0127	328.66382	1491.6178	3908.5938	1044.8322	9537.116	NaN	9366.77	8007.689	3103.6575	3270.9138	6551.0093	1755.5898	3227.8533	4437.7417	5775.825	3586.7253	3695.968	3560.7878	5131.242	6865.611	7393.717
					349.236593				8.06184773												Cluster_0387	7009.8257	18102.791	10712.64	12131.638	7100.138	5290.447	16488.318	7197.1357	8097.4604	4763.3613	6331.267	14788.174	3659.4702	6155.7246	2962.1394	2177.942	3096.011	7271.934	4255.814	6932.9907	8536.706	1917.2292	3841.9192	7079.981	4577	9791.084	1189.6383	11828.984	9909.624	4700.339	5234.075	7336.9927	5645.04	5424.7446	6730.685	9724.453	5717.114	4917.402	3846.5833	8983.262	10657.128	7491.9375
					351.2528636				10.04093633												Cluster_0388	10303.187	26235.6	13898.801	17907.271	54953.05	13137.026	16837.771	12308.077	8002.304	18790.555	10970.791	17951.617	19537.66	10694.552	11024.208	19740.828	20081.494	13062.413	17711.709	9209.274	10052.456	13342.763	9536.821	8587.783	21325.69	13666.185	17852.795	11380.12	10422.776	10205.237	10411.741	8787.691	18075.834	8483.598	10887.857	12199.695	10731.0625	17600.902	12287.862	11502.356	10311.212	7593.8926
					352.2111227				7.344291764												Cluster_0389	563.46436	4119.024	2755.549	1980.7834	619.1492	196.86145	11848.771	532.84357	4771.836	89.11267	1218.7308	3741.1768	763.7239	254.66573	26.440214	NaN	NaN	642.2339	87.48748	1077.0143	4238.561	NaN	75.39757	2168.403	97.95643	2355.1538	NaN	3465.0117	3596.648	237.45953	205.47552	745.02985	194.04373	268.77225	570.55194	666.9865	NaN	NaN	27.746346	4238.054	7791.7866	10136.224
					353.2132403				3.225273705												Cluster_0392	135.00755	NaN	3293.5586	199.23926	NaN	85.30367	NaN	584.16724	411.6033	2027.6091	1164.7435	397.6685	1431.2029	129.54181	561.1086	NaN	574.38416	264.2837	NaN	342.65836	664.7724	166.31001	NaN	228.21979	2128.0898	NaN	362.22336	133.37277	275.70346	330.0815	876.9619	801.3376	NaN	476.03516	NaN	NaN	NaN	NaN	761.835	NaN	271.50043	NaN
					353.3433913				14.30007436												Cluster_0394	11827.276	12022.399	7848.5737	14084.438	8346.277	10160.102	27675.264	13691.407	10153.244	11508.8	9325.321	23977.582	11737.558	7950.1875	9635.039	10676.803	17072.766	9967.681	10162.9375	8742.928	15473.133	9257.484	8243.845	4658.0947	10919.77	7564.057	16087.189	13091.684	13289.373	7327.4976	8089.1353	9568.036	8827.269	6515.635	6790.8755	10959.891	9116.609	12859.458	9687.54	15162.366	17440.154	15095.872
					354.226842				8.681599923												Cluster_0395	1046.1852	2909.2756	1925.3888	1589.0671	51.453354	701.4457	7090.877	1285.8186	3703.4287	478.8793	626.29083	3826.0757	225.97083	441.89554	432.39844	468.18503	446.02054	719.43475	693.6992	1017.71063	5624.601	453.1636	519.56537	1729.9471	247.91626	981.47705	422.23087	2647.044	3291.2185	652.55927	458.44537	921.0346	495.919	492.3124	635.00946	1522.4175	317.58124	393.9654	385.4523	4876.7773	8492.821	8004.3804
					355.3226781				11.39228791												Cluster_0396	10633.224	371.8561	7940.693	13757.177	1347.0988	7818.391	1859.135	8056.3154	12125.794	4372.2686	11458.177	5970.116	6719.8784	11443.886	15605.48	8615.274	5455.243	4102.5537	2410.8254	8993.926	3722.3777	4327.083	7824.7803	3709.053	1143.825	9799.624	1308.0203	4756.803	10650.909	10076.801	8422.666	11491.07	10542.996	8687.534	12365.095	11557.962	15402.678	13904.841	16109.458	2689.6858	5176.4023	6152.8853
					356.2563785				1.244859366												Cluster_0397	476.39447	1030.2168	4893.942	71.2276	NaN	1897.212	306.16376	275.50314	1834.9777	54.231102	237.38399	41.805332	51.554165	139.29927	1367.0284	155.6488	NaN	1568.3114	3490.0837	1738.1414	8304.013	3448.4795	1297.811	6043.666	398.51917	3560.1868	1215.1598	474.01523	1075.0558	1882.9592	273.02356	741.3913	1101.6628	43.04211	684.4431	171.6135	539.7984	NaN	253.08975	9334.821	7231.2456	7349.189
					358.2605807				2.736319554												Cluster_0400	121.654	146.49503	721.5384	77.85219	NaN	815.6675	364.3179	362.3226	2290.59	NaN	416.22556	295.2547	NaN	251.3812	148.87704	NaN	NaN	1243.445	9.326491	317.75806	2708.303	186.30815	396.7531	1233.8883	NaN	1204.2467	168.95273	987.41797	2138.104	1183.0739	884.8249	1315.2747	296.3613	884.3663	1183.8243	1146.034	495.27502	NaN	490.73495	2179.6958	3688.7852	6473.68
					362.9468138				9.236643901												Cluster_0408	231.44185	665.1634	290.21497	684.63855	1797.3184	213.905	332.01144	371.81354	168.68011	353.49646	362.42697	420.5534	120.02943	91.71346	277.4935	651.30444	220.41646	21.260054	331.41458	272.35895	253.9099	172.73062	28.64859	42.7603	523.70013	285.92294	2013.1917	214.31573	187.68094	73.99004	263.28268	174.39839	197.73277	262.5415	354.7182	247.96645	232.7981	105.580894	378.96878	293.44266	162.96707	90.434006
					363.2522818				9.474298441												Cluster_0410	3380.203	10505.076	5459.1055	2788.3877	1446.1549	3070.801	16182.065	4385.2607	7536.314	2206.3186	2898.0398	9455.39	1374.4058	2266.0483	1634.1755	618.035	769.7063	4227.4326	4424.1245	4188.895	8737.384	1912.3071	2360.1692	4344.9854	440.0763	4333.7144	261.43607	8793.71	7718.743	3070.1606	2214.5815	3257.6262	2235.692	2237.2585	3152.201	4802.96	963.4636	1653.0641	1939.4581	9772.514	9786.609	7790.73
					364.2113764				6.45335344												Cluster_0411	803.70483	2393.13	4141.9277	5646.8228	1100.7614	433.96695	12912.728	1994.0239	9889.404	98.89293	1914.1714	7176.906	1110.5583	1329.1577	413.40277	11.44915	348.0776	512.03345	NaN	1875.9257	4224.0938	NaN	157.37473	1362.8257	72.76747	4495.6333	NaN	5120.817	7157.876	789.3188	967.8843	6749.6934	224.03264	1058.4677	1507.7161	2658.2378	1071.6843	581.7914	683.84564	2610.372	7468.4766	9959.13
					366.2272481				8.050654312												Cluster_0412	3099.9504	10761.315	5992.6377	5547.5635	2606.805	1584.7798	20102.02	3784.3274	10198.897	1859.383	4120.0996	16358.629	1623.8663	2358.3835	750.6207	357.41733	703.6648	3101.0955	1060.7466	4561.648	8883.367	202.6955	1328.6552	6109.4946	2167.7673	4516.2803	NaN	13025.249	12350.182	1657.8784	2125.9727	11827.818	2170.1577	2695.4297	2722.7039	7071.9907	2010.9497	1228.8351	1274.8027	9818.496	12141.737	8117.42
					366.2656016				3.497663067												Cluster_0413	NaN	115.97651	720.929	NaN	NaN	432.4356	46.48721	NaN	608.9393	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	674.15027	307.2835	86.4661	2686.5264	557.2086	601.3547	1330.2218	NaN	726.91174	570.6666	256.25775	816.4512	617.58295	313.1008	440.65924	NaN	329.69708	404.0318	489.6951	120.84284	NaN	9.804579	5327.211	3285.8691	9041.348
					367.3598427				14.96098948												Cluster_0415	17163.072	27103.27	15342.956	16054.924	26004.914	24042.305	39273.613	25996.318	13407.643	31583.566	15405.538	28889.236	31619.844	14766.004	19780.254	31791.494	43762.445	20616.54	27877.287	13337.233	28603.37	23158.473	16763.12	6899.8276	32145.41	13203.143	50681.17	22518.195	15061.182	14663.726	14200.487	21723.354	20437.828	12323.225	13137.249	19125.691	15038.389	29458.277	23846.541	28185.023	28821.648	19166.25
					368.242857				9.986578983												Cluster_0416	5338.13	15090.889	7990.079	11001.302	31476.08	5937.487	8702.68	6263.2886	4734.316	9739.096	5153.223	10860.684	10277.9795	6126.2583	5995.3447	9836.436	10064.037	7093.2197	9852.546	4866.8096	5598.883	7905.4194	5752.173	5028.116	11324.249	7941.4287	10048.484	5919.5933	6041.8804	5991.1035	5294.056	5219.044	11037.003	5167.0024	6365.809	6667.833	5928.7515	10452.287	5978.3867	7084.739	5953.3877	4498.648
					368.2430209				10.09453845												Cluster_0417	1908.4146	19504.182	8910.818	11582.952	35966.477	6178.199	10490.3125	4928.397	2641.577	10632.45	2617.398	13124.962	11880.8545	3251.2517	2426.8394	12534.296	13297.743	7219.867	11267.264	2197.0464	5507.569	6444.4526	2153.8357	2050.5195	14347.293	7791.0396	11311.408	5633.361	4774.858	3522.8672	2846.1418	2533.3293	9880.055	1773.1375	4128.292	5271.4043	4535.393	10002.613	4105.508	6841.885	6712.295	2598.9875
					368.2811657				4.306719163												Cluster_0418	329.83804	298.46594	671.4499	1159.2703	NaN	756.92145	596.6488	1125.2886	1782.8882	52.563232	1031.5116	860.68146	373.74292	1045.161	493.6138	349.98306	582.62555	1117.5741	NaN	1200.6803	658.2972	106.45047	649.8967	1121.2701	622.2753	1864.9413	504.40997	736.8025	3396.9797	1793.7012	2390.1057	3584.1304	508.3013	2867.706	2594.799	2917.821	3347.826	1584.3319	2855.2012	1058.0311	1149.5841	2689.2627
					369.2057664				4.812085683												Cluster_0420	5012.9	11556.194	12226.714	12368.198	24354.33	6303.9126	12126.068	6823.091	5081.213	5622.2026	6532.9316	10345.134	10674.319	5967.6074	3649.7114	8234.173	8591.803	7092.4604	2578.821	5297.591	5371.582	2995.5857	3294.9363	5232.92	7860.5586	10114.29	1805.1226	7373.9307	6766.4277	5448.9966	5461.6187	4614.644	6517.208	4939.823	6133.264	6924.341	5854.188	5015.9175	6500.8354	6170.95	5791.647	5040.1724
					369.2057632				4.775110709												Cluster_0421	5012.9	11556.194	12226.714	12368.198	24354.33	6303.9126	12126.068	6823.091	5081.213	5622.2026	6532.9316	10345.134	10674.319	5967.6074	3649.7114	8234.173	8591.803	7092.4604	2578.821	5297.591	5371.582	2995.5857	3294.9363	5232.92	7860.5586	10114.29	1805.1226	7373.9307	6766.4277	5448.9966	5461.6187	4614.644	6517.208	4939.823	6133.264	6924.341	5854.188	5015.9175	6500.8354	6170.95	5791.647	5040.1724
					369.3012946				10.55882275												Cluster_0422	963.5875	1071.1335	848.43	814.60614	405.18484	1263.8594	722.1064	1189.3147	692.83673	1779.5498	1156.8823	1337.4414	2089.8657	844.4208	1055.8429	1232.9207	2026.2944	1469.998	1334.7451	1120.2258	1128.0381	1172.2201	696.2289	551.13086	1771.2601	615.8411	4639.085	757.5314	356.5355	940.3925	1263.451	1169.7102	1061.0242	1154.9086	792.90625	851.6955	815.0937	858.0681	1112.5547	789.4502	1284.1957	821.6981
					369.3378637				12.23153763												Cluster_0423	2227.5579	NaN	2137.9626	4615.879	NaN	1941.2771	581.10046	2241.95	3142.8857	843.95123	3419.1123	1629.184	2083.0962	3366.104	4254.111	2917.3474	1878.8074	1279.3497	384.94418	2687.73	908.96313	1156.2346	2398.623	928.72217	538.12036	2796.6865	611.62866	1194.5172	2786.3516	2669.7231	2600.6326	3330.1873	3011.5398	2557.9695	3575.107	3456.8323	3591.439	4391.7236	4619.206	743.7686	1129.1619	1781.3984
					370.1309455				5.107182195												Cluster_0424	1713.4348	671.71606	2428.9902	2232.405	2621.6458	994.1072	1837.4784	2010.7241	1650.1436	4138.8433	1741.8953	2259.8047	6160.657	1188.4545	2894.987	1182.6926	5004.6943	1805.803	751.9431	1687.2072	2979.2593	979.6354	978.30475	1415.8835	3412.2664	606.746	5477.798	1495.913	396.6613	734.58704	1606.0928	1943.0989	880.19763	2673.94	957.0172	749.91956	1550.7052	1189.5088	2475.9922	705.1229	2576.803	773.19507
					370.922035				1.417069982												Cluster_0425	1412.1028	738.0676	423.7618	2.023457	266.33167	199.65399	6062.8315	3316.3108	554.0095	643.73987	131.22935	2025.987	7329.585	869.3294	89.489975	1029.3442	2111.9631	62.025486	577.16797	122.69237	1155.8684	702.4111	1121.4498	195.89105	3737.0525	498.46957	1271.1273	2944.7026	2702.2358	83.52951	324.8462	408.44016	287.69928	539.1887	468.2726	3631.243	767.0505	170.16148	119.37907	220.30577	1113.4022	901.9289
					371.2208161				5.679911438												Cluster_0427	3038.4836	6893.704	7342.7036	10964.431	3761.192	2489.2625	15050.2705	4947.0586	5332.542	1430.173	4754.5845	8892.41	4144.8833	4218.913	1111.4108	2353.6096	4144.061	3837.588	1638.5363	3894.3613	5051.397	726.9835	1834.4749	2956.7964	2420.9653	7617.8286	237.25945	8153.5776	5742.9604	2776.6047	3528.167	3351.583	1899.2001	3146.059	3726.9656	4605.4004	3028.2031	2493.3962	3501.0881	5654.724	5863.32	5310.856
					371.2209399				6.07007717												Cluster_0428	730.9077	3502.5042	7016.316	11434.5625	3833.9321	2317.799	10696.47	3145.4258	7304.425	600.5051	3547.2168	5397.47	1292.2474	2926.9026	755.8174	1550.5085	2252.2786	3132.0774	273.11047	2963.1482	3368.1995	239.27408	489.30704	1234.1803	929.0536	8337.468	NaN	4417.5205	5764.204	2865.4678	2512.551	3543.11	1091.8903	2562.2483	4638.686	4356.334	2599.9084	711.3735	2843.4922	2997.5984	4458.1816	5354.441
					373.2368096				7.035074221												Cluster_0429	2219.5664	9265.755	6098.378	9145.805	2400.2217	1926.463	17044.87	3668.0044	8274.546	867.5833	4239.793	13957.929	2113.3647	2657.1265	770.7817	962.9252	2077.2405	2720.9636	1033.8978	3054.021	5983.613	471.11136	1001.0171	3487.4336	1017.00867	4982.865	23.89794	9760.945	9308.944	2163.201	2161.324	2884.639	1312.415	1981.8053	2536.883	3988.05	1831.0042	1279.027	1656.1538	6184.6455	8209.061	8106.5947
					374.0080115				2.20592818												Cluster_0430	693.153	795.1285	432.21225	251.11336	NaN	826.9842	NaN	972.29694	373.68723	1327.6898	648.7245	468.09027	NaN	491.4437	894.98706	1221.7104	1639.1097	802.7	991.55	733.49744	817.72003	953.6689	1062.7452	631.31665	1107.0255	130.00647	2824.4375	614.87866	565.2903	688.9334	704.62524	581.6673	690.33875	692.9942	704.67145	816.07477	840.73376	968.2248	832.85956	387.6836	269.39087	60.95685
					374.2477676				1.619770973												Cluster_0431	150700.69	191006.58	99636.43	116241.516	179326.23	167045.69	100409.14	119686.17	118586.97	254183.25	147570.66	122092.336	90347.07	131741.1	176555.81	246701.4	225648.28	141129.66	241066.22	98510.875	99493.914	173291.17	154485.77	135908.86	218111.86	138961.33	298283.66	112646.06	75368.97	146583.19	130954.375	132110.08	178752.3	124541.63	155702.31	87461.72	163558.48	198185.33	158786.83	102256.914	106172.85	44795.926
					375.1970587				3.908848046												Cluster_0432	2340.9973	3502.9658	1905.0941	2308.5356	5623.863	2411.4792	3467.127	1955.9893	2085.08	5071.189	2094.1409	3447.1702	4823.109	1912.3036	2822.3345	3522.9497	2148.8057	2009.8693	4165.623	1152.3491	1962.2344	2397.9502	2266.9312	4444.0127	2865.6248	3394.7112	4873.51	2353.846	2314.257	1929.9922	1548.5397	2112.9043	2422.3826	1907.2789	2050.826	1837.53	2441.8806	3174.2578	1724.6133	1428.2244	1162.393	899.40515
					375.2754173				6.304342327												Cluster_0434	948.763	631.7528	278.40103	1642.2987	NaN	726.3829	NaN	403.4455	656.6372	NaN	450.73007	777.66376	NaN	1075.8782	979.00366	93.508545	446.0639	NaN	NaN	NaN	462.82123	NaN	24.41824	1083.5917	348.6754	1392.9778	NaN	NaN	585.5182	256.7196	NaN	1393.0594	NaN	70.57073	1704.7258	88.71817	753.1771	1016.55084	1470.3717	NaN	169.9695	1435.4902
					375.2520065				8.453732476												Cluster_0435	993.91174	511.7817	683.0115	5284.796	NaN	75.2326	2088.5188	2431.019	2169.1785	NaN	1769.2034	2324.5242	NaN	1781.786	202.31305	450.15137	983.666	38.33504	NaN	1071.8926	1078.5295	NaN	5.30548	437.07977	320.88205	462.01733	NaN	374.68875	1288.8435	202.66278	507.73517	703.3685	47.639378	495.458	778.1981	1371.9462	1198.3805	572.4201	1073.3673	552.2578	1829.6573	2154.5684
					377.1120669				1.175283051												Cluster_0437	3509.1702	1233.5265	1287.537	NaN	NaN	669.48065	686.3524	2935.9048	665.0698	NaN	482.41483	342.26743	280.20804	1356.0804	572.1516	325.11032	1432.212	583.0827	626.4439	1205.7163	4128.287	1109.7367	2561.647	1422.8894	7288.5034	1162.2502	161.80447	458.48013	1890.9413	786.6365	232.65846	45.314037	640.1681	1079.972	540.45105	4077.343	2540.266	119.576805	143.12303	4809.5874	3799.6094	2506.2703
					379.2835825				11.95446886												Cluster_0439	2264.364	6203.305	2488.8713	3088.8337	4252.07	3553.6318	8289.754	3876.6626	2097.3223	4968.3438	2277.4	5455.4463	4821.952	2378.4944	2458.439	5552.917	7036.192	3226.2458	5003.1133	1533.7926	4183.809	3358.3718	2247.6958	1405.7211	4864.328	2357.9333	6996.643	3852.09	2449.9734	2310.0244	1973.9952	3151.3267	3231.9924	1648.2755	2150.8582	2759.8657	2575.1208	5119.144	3283.4697	4458.1523	5211.581	2935.754
					380.2427218				9.472379321												Cluster_0442	1176.2858	3331.31	2024.8275	996.84064	316.99127	981.73505	9750.679	1425.9126	3425.3828	640.1032	1201.8539	3114.006	309.3761	751.7569	386.99457	NaN	21.465544	1353.386	1334.6006	1386.5284	6700.05	423.29404	668.86896	1565.8364	544.41986	1517.1086	NaN	3244.6875	3016.5356	903.45416	656.0372	1088.7754	594.7729	700.6705	1195.4955	1506.8563	285.869	457.71985	551.12366	8434.923	6957.243	6605.5405
					381.3379259				6.142895756												Cluster_0443	NaN	NaN	90.440704	NaN	NaN	NaN	143.8591	16.700832	NaN	56.30488	NaN	NaN	NaN	NaN	1440.7542	NaN	NaN	883.0557	39.933197	1346.9827	NaN	NaN	NaN	NaN	176.84563	NaN	73.24232	NaN	NaN	1527.482	NaN	NaN	NaN	NaN	330.47	NaN	232.63264	NaN	82.667564	NaN	NaN	NaN
					381.3740642				15.35692228												Cluster_0444	1126.2836	898.65045	1453.8052	1249.7233	694.6108	1254.3134	2205.9321	890.883	1438.3231	1026.5033	800.50775	1985.9841	792.25635	713.21027	1271.8707	1112.8672	1191.3451	1497.8978	1062.2797	1102.1147	1848.8098	1154.5604	898.95715	610.5181	851.83386	1162.8844	650.30255	1234.6716	1338.9904	850.65204	770.5139	3749.7598	1048.5636	695.1009	589.9119	1094.7336	1530.2771	1862.4235	1602.7892	2583.0244	2577.3696	2891.716
					381.3741906				15.57083919												Cluster_0445	3379.8015	4681.4604	2465.7385	3458.2563	4307.7573	3862.1086	10596.667	4472.1377	3170.0076	4940.9863	2840.757	6786.6265	4685.9443	2682.2922	3639.2378	5255.062	6921.9556	3366.26	4189.4224	2872.839	5544.676	3435.3213	3025.739	988.9318	4825.404	2519.6802	7375.913	4064.6216	3112.7136	2598.0737	2750.7322	4081.9392	3807.5125	2388.894	2218.2273	3248.1445	2131.4712	4948.7754	3984.8738	4950.713	5850.533	3968.11
					383.317577				10.61137076												Cluster_0446	7543.0454	7434.255	3189.25	4663.6675	3189.8623	7610.589	4735.068	6928.554	6557.4253	9510.569	6190.819	6381.2188	7344.726	6426.381	7230.8164	9056.764	7419.3394	7153.463	9634.501	4643.6514	6237.8	9846.434	7901.1865	8660.85	7082.2964	3872.3975	11471.195	5794.744	7371.312	6983.311	6343.8853	6823.4497	6187.1357	6377.2764	7037.2393	6230.253	6935.8364	6702.08	5549.1714	5932.1104	5425.602	5678.453
					383.3181803				10.31157542												Cluster_0447	13938.176	13732.939	5614.339	11473.697	5734.487	14918.83	11545.475	13900.97	10875.6875	17592.645	11836.094	12937.008	13891.933	11887.639	13014.364	19225.154	15602.332	12667.4795	18568.008	7902.664	10253.922	15677.178	14120.904	14236.685	14651.533	7609.715	22133.227	11312.435	13993.912	11415.463	11675.346	10803.9	13157.233	11097.195	13218.096	11599.409	13863.007	13854.395	12002.673	10149.368	9983.515	9664.099
					383.317961				10.42870747												Cluster_0448	11094.651	11405.04	4350.4106	8868.703	5854.051	11272.989	9227.313	11151.792	9470.35	14839.349	8771.245	10370.435	10807.343	9389.526	12174.549	16404.113	12940.939	11227.031	14884.22	6711.8345	8258.969	12808.09	12685.531	12152.423	10580.36	6432.129	21098.475	8617.354	10990.019	9713.037	9828.416	10666.0625	9917.861	9881.336	12793.255	9227.405	11548.883	11580.921	9459.018	7522.0684	7204.7085	7919.1294
					383.3540502				13.00691234												Cluster_0449	7845.4355	112.98634	4905.009	10523.02	1579.9824	5736.97	1984.4948	5713.858	8984.91	3831.5005	7588.4463	6175.5605	7212.7393	8211.469	13403.082	7307.122	4731.195	3089.8928	1410.3408	6463.6865	2558.435	2729.196	5936.5522	2341.3428	1664.653	7190.226	1268.5557	3308.5725	7643.342	7361.911	6370.1333	11941.724	8399.06	6415.0107	9905.119	9278.807	8600.552	12524.119	11627.351	1284.3854	2784.5278	3450.3726
					385.2976311				5.631863624												Cluster_0451	19902.178	30052.678	12753.594	26396.426	6233.8516	21232.322	55715.258	27916.07	29220.742	23151.432	23928.098	31850.398	25290.775	20999.574	15809.426	22211.846	25886.875	19395.318	22064.732	14880.19	26351.705	15420.086	17034.068	24159.963	18670.174	14913.616	27525.791	24721.668	26875.846	18423.99	19339.572	22923.576	11527.675	18589.713	21341.91	20395.44	21955.01	18129.367	16745.148	25274.445	26966.52	30256.033
					385.2968813				5.828230464												Cluster_0452	2166.683	3031.9915	739.8679	2285.384	1393.6334	2719.888	3123.0928	2500.1206	1899.7991	3550.1797	1948.2759	2745.3765	2558.2734	2064.5164	2774.359	3926.545	3694.1948	2469.7156	3694.1245	1438.104	1985.1504	2759.1145	2551.2825	2864.6792	3348.5	1139.698	4834.212	1991.9884	2283.77	2285.6829	2105.1624	7889.436	2380.7883	1869.2858	2657.2097	1800.5267	2422.5168	2379.2595	1969.3695	1927.0504	1969.4092	1819.7019
